numero_funcionario,departamento,cargo,nivel_do_cargo,viagem_a_trabalho,horas_extras,num_empregos_anteriores,total_anos_experiencia,anos_na_empresa,anos_no_cargo_atual,anos_desde_ultima_promocao,anos_com_mesmo_gerente,desligado,avaliacao_de_desempenho,aumento_percentual_salario,treinamentos_ultimo_ano
1014,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,1,1,16,16,10,10,1,0,3,11,3
1015,Pesquisa e Desenvolvimento,Diretor de Pesquisa,3,Viaja raramente,1,0,9,8,7,1,7,0,3,12,4
1016,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,1,1,1,0,0,0,1,3,15,2
1017,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,0,0,4,3,2,1,2,1,3,17,3
1018,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,1,8,8,7,1,3,0,3,12,2
1019,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,4,4,3,1,1,0,3,15,3
1022,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,2,19,2,2,2,2,0,3,13,0
1024,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,0,7,27,15,11,4,8,0,3,14,3
1025,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,6,8,2,2,2,1,0,3,14,6
1026,Pesquisa e Desenvolvimento,Diretor de Produção,4,Viaja raramente,0,1,21,21,6,11,8,0,3,16,3
1027,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,0,4,3,2,2,2,0,3,18,2
1028,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,3,3,2,1,2,0,4,20,4
1029,Vendas,Gerente,5,Viaja raramente,0,6,21,1,0,0,0,0,3,13,3
1030,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,4,8,1,0,0,0,0,3,18,5
1032,Pesquisa e Desenvolvimento,Diretor de Produção,4,Viaja raramente,1,3,30,5,3,4,3,0,3,13,4
1033,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,5,15,1,0,0,0,1,3,15,2
1034,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja frequentemente,1,3,17,8,7,6,7,0,3,14,3
1035,Pesquisa e Desenvolvimento,Diretor de Pesquisa,5,Não viaja,0,1,21,21,16,5,10,0,4,22,3
1036,Vendas,Executivo de Vendas,2,Viaja raramente,1,8,19,1,0,0,0,0,3,12,1
1037,Vendas,Executivo de Vendas,2,Não viaja,0,8,7,2,2,2,2,1,3,18,6
1038,Vendas,Gerente,5,Viaja raramente,0,1,33,32,14,6,9,1,3,15,3
1039,Vendas,Executivo de Vendas,4,Viaja raramente,1,3,23,12,11,11,11,0,3,18,2
1040,Vendas,Executivo de Vendas,2,Não viaja,0,0,19,18,7,0,13,0,3,12,3
1042,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,18,17,13,15,14,1,3,16,1
1043,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja frequentemente,1,1,21,21,6,2,8,0,3,13,2
1044,Vendas,Representante de Vendas,1,Não viaja,0,0,3,2,2,2,2,0,3,19,2
1045,Vendas,Gerente,4,Viaja raramente,0,3,26,9,3,1,1,0,3,13,4
1046,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Não viaja,0,9,10,8,7,7,7,0,3,12,2
1047,Vendas,Executivo de Vendas,2,Viaja raramente,0,0,16,15,1,0,9,0,3,11,2
1048,Vendas,Gerente,3,Viaja raramente,1,3,14,6,4,0,4,0,3,14,1
1049,Recursos Humanos,Recursos Humanos,1,Viaja raramente,0,1,6,6,3,0,4,0,3,16,3
1050,Vendas,Executivo de Vendas,3,Viaja frequentemente,0,2,30,15,7,6,12,0,3,12,2
1052,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,0,7,9,1,0,0,0,1,3,14,3
1053,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,1,6,6,3,2,1,2,1,3,14,2
1055,Vendas,Representante de Vendas,1,Viaja raramente,1,1,1,1,1,0,0,0,3,19,2
1056,Vendas,Representante de Vendas,1,Viaja raramente,0,1,1,1,0,0,0,0,4,22,5
1060,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,0,3,8,2,2,2,2,0,3,16,2
1061,Pesquisa e Desenvolvimento,Diretor de Pesquisa,5,Viaja raramente,1,2,29,8,1,7,7,0,3,11,2
1062,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,3,8,4,3,0,1,0,3,15,3
1066,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,8,7,7,7,5,0,3,14,3
1068,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,0,1,5,5,3,1,3,0,3,13,5
1069,Pesquisa e Desenvolvimento,Diretor de Pesquisa,5,Viaja raramente,0,9,23,2,2,2,2,0,3,17,0
1070,Vendas,Executivo de Vendas,3,Viaja raramente,0,6,13,9,4,7,0,0,3,11,4
1071,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,0,2,18,5,4,0,3,0,3,19,4
1073,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,0,0,15,14,8,7,8,0,3,11,2
1074,Pesquisa e Desenvolvimento,Gerente,4,Não viaja,0,7,31,9,7,6,2,0,3,15,3
1076,Vendas,Executivo de Vendas,3,Viaja raramente,0,5,18,1,0,0,0,0,3,13,5
1077,Vendas,Representante de Vendas,1,Viaja frequentemente,1,1,2,2,2,0,2,1,3,14,3
1079,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,1,1,0,1,0,1,3,13,6
1080,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,1,8,19,16,13,1,7,0,4,23,2
1081,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,9,18,10,0,2,7,1,3,12,2
1082,Pesquisa e Desenvolvimento,Representante de Saúde,3,Não viaja,0,1,10,10,7,1,9,1,3,12,2
1083,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,6,5,3,1,3,0,3,16,2
1084,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,0,7,6,2,0,2,0,3,15,1
1085,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,10,10,6,0,8,0,3,13,3
1088,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,0,0,20,19,9,1,9,0,3,18,4
1092,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,0,4,14,11,10,11,1,0,4,20,6
1094,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Não viaja,0,1,3,3,2,1,2,0,3,19,4
1096,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja frequentemente,0,3,23,3,2,1,2,0,3,18,4
1097,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,0,3,10,8,7,1,7,0,3,13,4
1098,Recursos Humanos,Recursos Humanos,3,Viaja raramente,0,9,24,20,6,3,6,1,3,14,1
1099,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,0,4,9,3,2,1,2,0,3,15,2
1100,Vendas,Executivo de Vendas,3,Viaja raramente,1,0,9,8,7,4,7,1,4,22,2
1101,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja frequentemente,0,1,14,13,7,3,8,1,4,22,4
1102,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,4,4,2,2,2,0,3,16,5
1103,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja frequentemente,0,0,7,6,2,0,4,0,3,17,1
1105,Vendas,Executivo de Vendas,2,Viaja raramente,1,2,8,1,0,0,0,0,3,14,5
1106,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,1,7,7,7,5,6,1,3,15,3
1107,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,1,1,1,0,0,1,4,20,0
1108,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,4,5,2,2,2,2,1,4,20,0
1109,Pesquisa e Desenvolvimento,Gerente,4,Viaja raramente,0,0,23,22,6,13,7,0,3,17,3
1111,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,0,1,1,1,0,0,0,1,3,15,2
1113,Vendas,Executivo de Vendas,2,Viaja frequentemente,1,3,5,0,0,0,0,1,3,14,4
1114,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,0,4,3,2,0,2,0,3,17,3
1115,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,0,3,6,0,0,0,0,0,3,17,2
1116,Pesquisa e Desenvolvimento,Gerente,4,Não viaja,0,2,27,5,4,2,1,0,4,22,3
1117,Vendas,Executivo de Vendas,2,Não viaja,0,1,15,15,10,4,12,0,3,13,2
1118,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,0,7,18,8,6,4,0,0,3,19,4
1119,Vendas,Executivo de Vendas,3,Viaja raramente,1,0,9,8,7,2,7,0,3,14,2
1120,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,4,11,7,5,1,7,0,4,22,1
1121,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,0,0,10,9,7,1,7,0,3,17,3
1124,Vendas,Gerente,4,Viaja raramente,0,3,23,12,9,4,9,0,3,12,3
1125,Vendas,Executivo de Vendas,3,Viaja raramente,0,7,10,1,0,0,0,0,3,16,2
1126,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja frequentemente,0,8,18,8,7,0,1,0,3,11,1
1127,Pesquisa e Desenvolvimento,Representante de Saúde,4,Viaja frequentemente,0,7,21,18,7,11,5,1,3,11,4
1128,Pesquisa e Desenvolvimento,Diretor de Pesquisa,5,Viaja raramente,0,1,21,20,7,4,9,0,3,14,2
1131,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,1,2,2,2,2,2,0,3,11,6
1132,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Não viaja,0,9,9,5,4,0,3,0,3,15,2
1133,Pesquisa e Desenvolvimento,Diretor de Produção,2,Não viaja,0,2,18,11,9,0,9,0,4,20,0
1135,Vendas,Representante de Vendas,1,Viaja frequentemente,0,0,3,2,2,2,2,0,3,12,4
1136,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,0,6,5,3,0,4,0,3,17,2
1137,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,1,5,5,2,0,2,0,3,11,3
1138,Vendas,Executivo de Vendas,4,Viaja raramente,0,6,22,9,8,2,3,0,3,17,3
1140,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja frequentemente,0,2,5,3,2,0,2,0,3,11,3
1143,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,0,0,8,7,5,1,1,0,3,14,2
1148,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,0,4,16,1,0,0,0,0,3,19,3
1150,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,1,1,10,10,7,1,2,0,3,15,2
1152,Recursos Humanos,Recursos Humanos,1,Viaja raramente,0,1,7,7,6,5,0,0,3,13,2
1154,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,1,1,3,3,1,0,2,0,3,14,2
1156,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Não viaja,0,1,0,0,0,0,0,1,3,12,0
1157,Vendas,Executivo de Vendas,2,Viaja raramente,1,0,6,5,2,0,3,1,3,17,3
1158,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,3,6,1,0,0,0,0,3,11,4
1160,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,0,1,2,2,2,2,2,1,3,12,5
1161,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,7,9,6,2,1,3,0,3,13,2
1162,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,4,4,2,2,2,0,3,13,0
1163,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,6,6,5,1,3,0,4,20,3
1164,Recursos Humanos,Recursos Humanos,1,Viaja raramente,0,1,6,5,4,1,4,0,3,17,2
1165,Vendas,Executivo de Vendas,3,Viaja raramente,0,1,11,11,8,3,10,1,3,13,3
1166,Pesquisa e Desenvolvimento,Diretor de Pesquisa,3,Viaja frequentemente,0,9,20,18,7,2,13,0,3,17,3
1167,Vendas,Executivo de Vendas,4,Viaja frequentemente,1,0,22,21,9,13,14,1,3,12,2
1171,Vendas,Executivo de Vendas,2,Viaja raramente,0,7,9,6,4,1,5,0,3,13,3
1172,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,6,10,8,0,1,7,0,3,12,2
1173,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,8,6,4,3,1,2,0,4,22,2
1175,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,1,1,1,1,0,0,1,3,11,4
1177,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,8,8,7,0,7,0,4,22,2
1179,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,10,10,3,1,4,0,3,18,3
1180,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja frequentemente,1,3,16,1,1,0,0,0,3,13,3
1182,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,0,2,15,7,7,6,4,0,3,18,2
1184,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja frequentemente,0,0,14,13,9,4,9,0,4,20,3
1185,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,0,1,2,2,2,2,2,0,3,13,2
1188,Vendas,Executivo de Vendas,2,Viaja raramente,0,8,7,4,3,1,3,1,3,13,2
1190,Vendas,Representante de Vendas,1,Não viaja,0,1,1,1,0,0,0,0,3,12,3
1191,Pesquisa e Desenvolvimento,Gerente,5,Viaja raramente,0,4,28,5,2,4,2,0,3,13,2
1192,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,10,10,8,0,8,0,3,13,5
1193,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,1,1,1,0,0,0,4,25,4
1195,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,4,7,3,2,0,2,0,3,19,2
1196,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,1,14,14,8,3,11,0,3,13,2
1198,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,2,2,2,1,2,0,3,12,2
1200,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,1,6,6,4,0,2,1,3,11,4
1201,Pesquisa e Desenvolvimento,Gerente,5,Viaja raramente,0,3,26,7,7,4,7,0,3,18,6
1202,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,0,6,5,4,1,3,0,3,18,2
1203,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,1,0,1,0,0,0,0,1,3,11,5
1204,Vendas,Gerente,4,Viaja raramente,0,8,28,26,15,15,9,0,4,23,2
1206,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,0,2,6,0,0,0,0,0,3,13,3
1207,Recursos Humanos,Recursos Humanos,1,Viaja raramente,0,1,5,5,4,1,4,0,3,13,2
1210,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,0,6,5,1,0,0,0,1,3,17,2
1211,Vendas,Executivo de Vendas,2,Viaja raramente,0,8,8,4,3,0,3,0,3,19,3
1212,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,5,5,0,0,0,0,0,3,12,2
1215,Pesquisa e Desenvolvimento,Gerente,4,Viaja frequentemente,0,2,32,2,2,2,2,0,4,22,3
1216,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,6,6,5,3,3,0,3,12,2
1217,Pesquisa e Desenvolvimento,Diretor de Pesquisa,5,Viaja raramente,0,5,25,4,2,0,3,0,3,11,2
1218,Vendas,Executivo de Vendas,2,Viaja raramente,1,3,15,7,7,1,7,0,3,15,2
1219,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,1,1,0,0,0,1,3,13,3
1220,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,1,10,10,7,0,1,0,3,12,3
1221,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,7,7,7,1,7,0,3,14,4
1224,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,0,1,10,10,7,8,9,0,3,13,4
1225,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,0,1,20,20,11,13,17,0,4,25,3
1226,Vendas,Representante de Vendas,1,Viaja raramente,0,1,2,2,1,2,2,0,3,17,2
1228,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,2,12,6,3,1,4,0,3,11,3
1231,Recursos Humanos,Recursos Humanos,2,Não viaja,0,7,10,4,3,0,3,0,3,16,3
1233,Vendas,Executivo de Vendas,2,Viaja raramente,1,0,12,11,7,1,9,0,3,18,3
1234,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,0,1,2,2,2,2,2,0,4,20,2
1235,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja frequentemente,1,4,10,8,7,0,7,0,3,14,2
1237,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,1,2,17,7,7,7,7,0,4,21,2
1238,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,0,15,14,10,4,10,0,3,13,5
1239,Vendas,Executivo de Vendas,2,Viaja raramente,0,7,7,5,1,1,3,0,3,12,2
1240,Vendas,Executivo de Vendas,2,Viaja raramente,0,0,5,4,3,1,1,0,3,14,4
1241,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,0,12,11,9,5,7,0,4,21,2
1242,Pesquisa e Desenvolvimento,Diretor de Pesquisa,3,Viaja frequentemente,1,3,20,1,0,0,0,0,3,17,6
1243,Vendas,Executivo de Vendas,3,Não viaja,1,4,16,13,2,4,12,0,3,11,6
1244,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,1,9,9,7,6,8,0,3,14,3
1245,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja frequentemente,0,7,33,5,4,1,4,0,3,17,2
1246,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,10,10,5,7,7,0,3,13,5
1248,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,1,1,1,1,1,0,0,1,4,25,2
1249,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,3,3,2,1,2,0,3,15,5
1250,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja raramente,0,3,36,10,9,0,9,0,3,14,2
1251,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,1,1,6,6,5,0,1,0,3,12,2
1252,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,1,10,10,9,1,8,0,3,19,2
1254,Vendas,Executivo de Vendas,2,Viaja raramente,0,5,13,6,1,0,5,0,3,17,2
1255,Pesquisa e Desenvolvimento,Diretor de Pesquisa,5,Viaja raramente,0,3,25,8,7,0,7,0,3,14,2
1256,Pesquisa e Desenvolvimento,Gerente,5,Viaja raramente,0,2,23,1,0,0,0,0,3,13,2
1257,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,0,1,12,11,10,0,7,0,3,12,2
1258,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,5,7,1,0,0,0,0,3,11,4
1259,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,5,5,3,0,3,0,3,11,2
1260,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,1,1,6,6,0,1,0,0,3,11,2
1263,Pesquisa e Desenvolvimento,Diretor de Pesquisa,5,Viaja raramente,0,6,25,1,0,0,0,0,3,12,3
1264,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja raramente,0,3,9,7,7,1,7,0,3,14,2
1265,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,0,2,1,0,0,0,0,3,17,5
1267,Vendas,Gerente,5,Viaja raramente,0,7,26,22,9,3,10,0,3,11,5
1268,Vendas,Executivo de Vendas,3,Viaja raramente,1,0,10,9,8,0,8,0,3,14,3
1269,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,1,1,1,0,0,1,0,3,12,2
1270,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,1,1,0,0,1,0,4,22,2
1273,Vendas,Representante de Vendas,1,Viaja frequentemente,1,1,1,1,0,1,0,1,3,14,4
1275,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,1,8,8,5,2,2,0,4,20,2
1277,Vendas,Gerente,5,Viaja raramente,1,2,26,24,10,1,11,1,3,16,2
1278,Pesquisa e Desenvolvimento,Representante de Saúde,4,Não viaja,1,1,34,33,9,15,0,0,3,15,3
1279,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,0,1,2,2,2,2,2,1,4,20,2
1280,Vendas,Gerente,5,Viaja raramente,0,2,26,11,4,0,8,0,3,14,2
1281,Vendas,Executivo de Vendas,2,Viaja raramente,1,0,4,3,2,0,2,0,3,12,3
1282,Vendas,Gerente,5,Viaja frequentemente,1,4,31,29,10,11,10,0,4,24,5
1283,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,0,6,25,9,7,5,4,0,3,12,6
1285,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja frequentemente,0,4,15,11,8,5,10,0,3,13,2
1286,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,1,0,5,4,2,0,2,0,3,11,2
1288,Pesquisa e Desenvolvimento,Gerente,5,Viaja raramente,0,1,26,25,9,14,13,0,3,14,4
1289,Recursos Humanos,Recursos Humanos,2,Viaja frequentemente,0,4,14,10,9,1,8,0,3,11,5
1291,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,0,4,3,2,2,2,0,3,14,3
1292,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,1,6,18,1,0,0,0,0,3,16,2
1293,Vendas,Executivo de Vendas,3,Viaja raramente,0,3,23,21,7,15,17,0,3,14,3
1294,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,1,9,18,16,14,5,12,0,3,11,2
1295,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,0,1,10,10,7,0,5,1,3,11,2
1296,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,1,1,2,2,2,2,2,0,3,12,2
1297,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,0,0,8,7,0,7,7,0,3,14,6
1298,Pesquisa e Desenvolvimento,Diretor de Produção,2,Não viaja,1,7,10,8,4,1,7,0,3,18,3
1299,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,3,10,7,7,7,7,1,3,13,2
1301,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,2,5,3,2,1,2,0,3,11,2
1303,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,2,2,2,2,1,0,3,18,3
1304,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,10,10,7,0,8,0,3,15,4
1306,Pesquisa e Desenvolvimento,Gerente,5,Viaja frequentemente,0,3,22,0,0,0,0,0,4,22,4
1307,Pesquisa e Desenvolvimento,Gerente,4,Viaja raramente,1,6,21,19,9,15,2,0,3,13,4
1308,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,2,2,2,2,2,0,3,12,3
1309,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,0,1,10,10,4,1,1,1,3,18,3
1310,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,0,6,5,2,0,3,1,3,13,2
1311,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,0,0,10,9,2,6,7,0,3,12,6
1312,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,0,3,10,7,7,1,7,0,3,12,0
1314,Recursos Humanos,Recursos Humanos,1,Viaja raramente,0,6,10,7,6,5,7,0,3,12,3
1315,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Não viaja,0,0,10,9,8,7,5,0,3,11,6
1317,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja raramente,1,4,25,3,2,1,2,0,3,11,2
1318,Vendas,Executivo de Vendas,3,Viaja raramente,1,2,9,5,4,1,0,1,3,12,2
1319,Vendas,Executivo de Vendas,3,Viaja raramente,1,9,10,8,7,7,7,1,3,19,2
1321,Pesquisa e Desenvolvimento,Gerente,3,Viaja raramente,1,1,9,9,1,0,8,0,4,23,2
1322,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,0,9,8,7,1,7,0,3,11,6
1324,Vendas,Executivo de Vendas,3,Não viaja,1,1,10,10,8,9,6,0,3,19,5
1329,Vendas,Executivo de Vendas,2,Não viaja,0,1,19,19,2,11,9,0,3,13,4
1331,Vendas,Representante de Vendas,1,Viaja frequentemente,1,1,3,3,2,2,2,1,3,11,2
1333,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,4,10,3,2,1,2,1,3,12,4
1334,Pesquisa e Desenvolvimento,Gerente,4,Não viaja,1,0,21,20,8,2,10,0,3,13,3
1336,Pesquisa e Desenvolvimento,Gerente,5,Viaja raramente,0,4,23,19,9,9,11,0,3,14,5
1338,Recursos Humanos,Gerente,5,Viaja raramente,0,6,36,7,3,7,7,0,3,14,4
1340,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,0,9,6,4,2,0,0,0,3,16,0
1344,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,0,0,10,9,7,1,6,0,3,11,0
1346,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,0,1,9,9,8,8,8,0,3,13,4
1349,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,0,10,9,3,1,7,0,3,17,2
1350,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja frequentemente,1,1,9,9,6,1,1,0,3,11,3
1352,Recursos Humanos,Gerente,4,Viaja raramente,1,1,33,33,9,0,10,0,3,11,2
1355,Vendas,Executivo de Vendas,2,Viaja raramente,0,3,11,7,7,1,7,0,3,15,3
1356,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,10,10,8,9,6,0,3,12,6
1358,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,3,7,3,2,1,2,0,3,11,6
1360,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,1,7,31,10,9,5,9,1,3,14,0
1361,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,3,7,4,2,0,3,0,4,22,3
